epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
73,1195.61,0.2894,0.87147,0.98433,0.72538,0.000168874,0.000168874,0.000168874
74,1212.22,0.33537,0.90282,0.9906,0.67965,0.000163052,0.000163052,0.000163052
75,1228.66,0.29624,0.90282,0.99373,0.69864,0.000157231,0.000157231,0.000157231
76,1245.14,0.3103,0.87774,0.98433,0.71304,0.00015141,0.00015141,0.00015141
77,1262.01,0.31785,0.88715,0.98746,0.73714,0.000145589,0.000145589,0.000145589
78,1278.56,0.32017,0.89028,0.98746,0.72273,0.000139768,0.000139768,0.000139768
79,1295.11,0.28566,0.88401,0.98433,0.69182,0.000133946,0.000133946,0.000133946
80,1311.49,0.34135,0.88715,0.9906,0.68723,0.000128125,0.000128125,0.000128125
81,1327.84,0.27354,0.89028,0.99373,0.64674,0.000122304,0.000122304,0.000122304
82,1344.24,0.31023,0.90282,0.98433,0.67209,0.000116483,0.000116483,0.000116483
83,1360.37,0.29917,0.87774,0.98119,0.7404,0.000110662,0.000110662,0.000110662
84,1376.6,0.2874,0.88401,0.98433,0.69951,0.00010484,0.00010484,0.00010484
85,1392.63,0.27182,0.88715,0.98433,0.71733,9.90192e-05,9.90192e-05,9.90192e-05
86,1408.85,0.33973,0.89028,0.98433,0.73054,9.3198e-05,9.3198e-05,9.3198e-05
87,1424.9,0.29905,0.88401,0.99373,0.7258,8.73768e-05,8.73768e-05,8.73768e-05
88,1441.12,0.27135,0.88401,0.98433,0.72083,8.15556e-05,8.15556e-05,8.15556e-05
89,1457.33,0.27251,0.88401,0.98746,0.71651,7.57344e-05,7.57344e-05,7.57344e-05
90,1473.5,0.28417,0.89342,0.98433,0.71274,6.99132e-05,6.99132e-05,6.99132e-05
91,1491.35,0.27937,0.88401,0.98746,0.70262,6.4092e-05,6.4092e-05,6.4092e-05
92,1507.6,0.29674,0.89342,0.98119,0.70849,5.82708e-05,5.82708e-05,5.82708e-05
93,1523.83,0.32371,0.89028,0.98119,0.72571,5.24496e-05,5.24496e-05,5.24496e-05
94,1539.94,0.26841,0.88401,0.98433,0.70057,4.66284e-05,4.66284e-05,4.66284e-05
95,1556.49,0.27326,0.89342,0.9906,0.68175,4.08072e-05,4.08072e-05,4.08072e-05
96,1572.68,0.28756,0.89028,0.98746,0.692,3.4986e-05,3.4986e-05,3.4986e-05
97,1588.88,0.25509,0.88715,0.98433,0.69667,2.91648e-05,2.91648e-05,2.91648e-05
98,1605.02,0.27943,0.89028,0.98433,0.71179,2.33436e-05,2.33436e-05,2.33436e-05
99,1621.12,0.27179,0.88401,0.98746,0.71595,1.75224e-05,1.75224e-05,1.75224e-05
100,1637.27,0.28705,0.88088,0.98746,0.72428,1.17012e-05,1.17012e-05,1.17012e-05
