epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,31.93,0.81918,0.59795,1.06708,0.99807,1,0.995,0.87619,0.5502,0.23061,0.91231,0.000273115,0.000273115,0.000273115
2,46.7609,0.83631,0.59303,1.0739,0.99743,1,0.995,0.87787,0.52676,0.23655,0.91058,0.000545329,0.000545329,0.000545329
3,61.711,0.84266,0.62042,1.07439,0.99691,1,0.995,0.87106,0.55766,0.25235,0.91918,0.000812045,0.000812045,0.000812045
4,76.4417,0.87132,0.63394,1.08946,0.99516,1,0.995,0.85681,0.60803,0.26181,0.93449,0.00080826,0.00080826,0.00080826
5,91.3108,0.87049,0.6285,1.0915,0.99764,1,0.995,0.86256,0.59199,0.26132,0.92767,0.000800013,0.000800013,0.000800013
6,106.367,0.8738,0.64375,1.09406,0.99769,1,0.995,0.85716,0.62716,0.26908,0.93926,0.000791767,0.000791767,0.000791767
7,121.369,0.86778,0.63729,1.09897,0.99664,1,0.995,0.84572,0.63959,0.26392,0.94,0.00078352,0.00078352,0.00078352
8,136.399,0.87834,0.65484,1.09514,0.99709,1,0.995,0.86449,0.56877,0.25451,0.91779,0.000775273,0.000775273,0.000775273
9,151.6,0.86988,0.62297,1.08942,0.99617,1,0.995,0.85395,0.63725,0.28048,0.93083,0.000767026,0.000767026,0.000767026
10,166.623,0.88262,0.64046,1.09068,0.99696,1,0.995,0.85563,0.62975,0.2644,0.92933,0.00075878,0.00075878,0.00075878
11,181.622,0.8625,0.64334,1.09244,0.9969,1,0.995,0.87581,0.57113,0.25569,0.91988,0.000750533,0.000750533,0.000750533
12,196.738,0.87015,0.64714,1.10997,0.99782,0.99902,0.995,0.87844,0.5453,0.25476,0.91931,0.000742286,0.000742286,0.000742286
13,211.808,0.8603,0.63105,1.0847,0.99734,1,0.995,0.87151,0.59462,0.26304,0.92161,0.00073404,0.00073404,0.00073404
14,226.814,0.87361,0.6452,1.08689,0.9966,1,0.995,0.84823,0.64559,0.27044,0.93677,0.000725793,0.000725793,0.000725793
15,241.92,0.85239,0.60659,1.08361,0.9974,1,0.995,0.84172,0.67664,0.28008,0.9577,0.000717546,0.000717546,0.000717546
16,256.988,0.85862,0.6187,1.08597,0.99762,1,0.995,0.86829,0.55753,0.25433,0.9203,0.000709299,0.000709299,0.000709299
17,272.009,0.86868,0.64726,1.08915,0.99735,1,0.995,0.86829,0.57257,0.26099,0.91606,0.000701053,0.000701053,0.000701053
18,287.049,0.87146,0.63878,1.09412,0.99691,1,0.995,0.84138,0.67638,0.27228,0.95104,0.000692806,0.000692806,0.000692806
19,302.144,0.855,0.61948,1.09141,0.99717,1,0.995,0.85354,0.61304,0.2625,0.92826,0.000684559,0.000684559,0.000684559
20,317.178,0.87476,0.62327,1.08845,0.99802,1,0.995,0.85559,0.63941,0.26663,0.9372,0.000676313,0.000676313,0.000676313
21,332.222,0.84998,0.6217,1.08857,0.99721,1,0.995,0.87697,0.53608,0.244,0.91153,0.000668066,0.000668066,0.000668066
22,347.225,0.85429,0.60825,1.08612,0.99769,1,0.995,0.85815,0.60996,0.25933,0.92736,0.000659819,0.000659819,0.000659819
23,362.212,0.83656,0.60222,1.07244,0.99673,1,0.995,0.86937,0.58273,0.24964,0.91792,0.000651573,0.000651573,0.000651573
24,377.217,0.8537,0.6091,1.08549,0.99799,1,0.995,0.87206,0.56758,0.24724,0.9188,0.000643326,0.000643326,0.000643326
25,392.252,0.85124,0.60843,1.09046,0.99606,0.9976,0.995,0.84125,0.68276,0.26807,0.9527,0.000635079,0.000635079,0.000635079
26,407.334,0.85733,0.60685,1.08316,0.99729,1,0.995,0.86608,0.57931,0.25573,0.92151,0.000626832,0.000626832,0.000626832
27,422.317,0.84306,0.61117,1.08046,0.99787,1,0.995,0.88174,0.51998,0.24003,0.9145,0.000618586,0.000618586,0.000618586
28,437.366,0.84466,0.61281,1.08113,0.99759,1,0.995,0.87167,0.54046,0.25036,0.91322,0.000610339,0.000610339,0.000610339
29,452.392,0.83447,0.60935,1.07675,0.99785,1,0.995,0.86826,0.5532,0.25472,0.92222,0.000602092,0.000602092,0.000602092
30,467.43,0.83143,0.60145,1.07963,0.99673,1,0.995,0.86744,0.5524,0.26266,0.91361,0.000593846,0.000593846,0.000593846
31,482.492,0.84719,0.60204,1.08358,0.99631,1,0.995,0.86943,0.56216,0.25458,0.91817,0.000585599,0.000585599,0.000585599
32,497.579,0.82955,0.60586,1.0761,0.99751,0.99729,0.995,0.87548,0.53552,0.25996,0.90965,0.000577352,0.000577352,0.000577352
33,512.619,0.84708,0.60567,1.07828,0.99812,1,0.995,0.83797,0.66151,0.26623,0.94824,0.000569106,0.000569106,0.000569106
34,527.784,0.83822,0.59206,1.07005,0.9982,1,0.995,0.83761,0.67596,0.26293,0.94863,0.000560859,0.000560859,0.000560859
35,542.854,0.83025,0.5846,1.07262,0.998,1,0.995,0.84854,0.65138,0.25619,0.94272,0.000552612,0.000552612,0.000552612
36,557.855,0.84099,0.60851,1.08734,0.99734,1,0.995,0.8515,0.62137,0.26721,0.9299,0.000544365,0.000544365,0.000544365
37,572.923,0.83552,0.5952,1.07232,0.99752,1,0.995,0.87047,0.57289,0.25078,0.91731,0.000536119,0.000536119,0.000536119
38,587.956,0.83043,0.58634,1.06357,0.99627,1,0.995,0.85721,0.60522,0.25439,0.92774,0.000527872,0.000527872,0.000527872
39,602.979,0.84218,0.6007,1.07931,0.9973,1,0.995,0.83769,0.6686,0.26685,0.954,0.000519625,0.000519625,0.000519625
40,618.047,0.82266,0.58023,1.07572,0.99782,1,0.995,0.86272,0.59553,0.247,0.92643,0.000511379,0.000511379,0.000511379
41,633.068,0.83483,0.5848,1.06915,0.99789,1,0.995,0.8816,0.54428,0.23368,0.90661,0.000503132,0.000503132,0.000503132
42,648.228,0.82068,0.57113,1.06625,0.99786,1,0.995,0.8793,0.54704,0.23578,0.90758,0.000494885,0.000494885,0.000494885
43,663.27,0.81399,0.58598,1.06037,0.99811,1,0.995,0.88122,0.52915,0.2408,0.90553,0.000486639,0.000486639,0.000486639
44,678.341,0.8187,0.5837,1.07072,0.99624,1,0.995,0.8696,0.56992,0.24876,0.91298,0.000478392,0.000478392,0.000478392
45,693.472,0.82646,0.57521,1.07143,0.99711,1,0.995,0.87961,0.53066,0.23678,0.90901,0.000470145,0.000470145,0.000470145
