epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,45.9787,0.61925,0.77743,0.99373,0.7167,0.00019355,0.00019355,0.00019355
2,97.4044,0.56671,0.74608,0.9906,0.78368,0.000385693,0.000385693,0.000385693
3,160.982,0.71571,0.72414,0.98746,0.86328,0.000573956,0.000573956,0.000573956
4,227.924,0.75441,0.73354,0.98746,0.9563,0.000570536,0.000570536,0.000570536
5,292.393,0.67843,0.7116,0.97492,0.90815,0.000564715,0.000564715,0.000564715
6,358.768,0.71112,0.7116,0.98746,0.85283,0.000558894,0.000558894,0.000558894
7,422.081,0.69539,0.72414,0.97806,0.90061,0.000553073,0.000553073,0.000553073
8,485.566,0.6714,0.72414,0.98433,0.9271,0.000547252,0.000547252,0.000547252
9,549.613,0.66449,0.7116,0.97806,0.88354,0.00054143,0.00054143,0.00054143
10,613.175,0.66968,0.68339,0.98119,0.92217,0.000535609,0.000535609,0.000535609
11,676.811,0.61466,0.71473,0.98433,0.91001,0.000529788,0.000529788,0.000529788
12,742.539,0.68619,0.65831,0.97179,1.00723,0.000523967,0.000523967,0.000523967
13,805.351,0.66484,0.73668,0.97806,0.9282,0.000518146,0.000518146,0.000518146
14,869.224,0.58152,0.76489,0.98119,0.7928,0.000512324,0.000512324,0.000512324
15,934.498,0.56042,0.75235,0.9906,0.83069,0.000506503,0.000506503,0.000506503
16,1002.3,0.57789,0.73981,0.97806,0.89316,0.000500682,0.000500682,0.000500682
17,1065.9,0.56327,0.72727,0.98433,1.10508,0.000494861,0.000494861,0.000494861
18,1128.58,0.6084,0.75235,0.97806,0.88408,0.00048904,0.00048904,0.00048904
19,1193.81,0.54232,0.77116,0.98746,1.02036,0.000483218,0.000483218,0.000483218
20,1259.04,0.52035,0.74922,0.98433,0.96492,0.000477397,0.000477397,0.000477397
21,1324.72,0.53932,0.74922,0.98433,0.93076,0.000471576,0.000471576,0.000471576
22,1390.37,0.5574,0.76489,0.98746,0.81309,0.000465755,0.000465755,0.000465755
23,1456.87,0.4737,0.73981,0.98433,0.88916,0.000459934,0.000459934,0.000459934
24,1522.65,0.48712,0.75235,0.99373,0.88596,0.000454112,0.000454112,0.000454112
25,1585.65,0.4735,0.75862,0.98746,0.93813,0.000448291,0.000448291,0.000448291
26,1649.76,0.47921,0.73354,0.97806,0.96562,0.00044247,0.00044247,0.00044247
27,1714.75,0.48804,0.75549,0.98433,1.00674,0.000436649,0.000436649,0.000436649
28,1779.25,0.45854,0.76489,0.98746,0.80835,0.000430828,0.000430828,0.000430828
29,1841.62,0.49179,0.75549,0.98746,0.95117,0.000425006,0.000425006,0.000425006
30,1906.73,0.45725,0.76803,0.98746,0.87908,0.000419185,0.000419185,0.000419185
31,1970.88,0.40457,0.75235,0.98746,0.99966,0.000413364,0.000413364,0.000413364
32,2037.6,0.38688,0.78056,0.9906,0.84985,0.000407543,0.000407543,0.000407543
33,2104.33,0.46353,0.73981,0.98433,1.08779,0.000401722,0.000401722,0.000401722
34,2173.84,0.51158,0.7931,0.99373,0.76775,0.0003959,0.0003959,0.0003959
35,2240.16,0.50947,0.76489,0.97492,0.86541,0.000390079,0.000390079,0.000390079
36,2303.3,0.4894,0.78056,0.98746,0.84279,0.000384258,0.000384258,0.000384258
37,2368.08,0.48607,0.7837,0.9906,0.79104,0.000378437,0.000378437,0.000378437
38,2432.12,0.4983,0.76489,0.9906,0.84624,0.000372616,0.000372616,0.000372616
39,2495.32,0.48501,0.73354,0.9906,0.9386,0.000366794,0.000366794,0.000366794
40,2560.35,0.43986,0.74295,0.9906,0.89253,0.000360973,0.000360973,0.000360973
41,2623.26,0.5158,0.78056,0.98746,0.81133,0.000355152,0.000355152,0.000355152
42,2687.77,0.4589,0.76489,0.98746,0.83638,0.000349331,0.000349331,0.000349331
43,2750.24,0.50288,0.73354,0.99373,0.95801,0.00034351,0.00034351,0.00034351
44,2815.99,0.46826,0.75862,0.9906,0.86641,0.000337688,0.000337688,0.000337688
45,2878.48,0.43917,0.78683,0.99373,0.77078,0.000331867,0.000331867,0.000331867
46,2948.72,0.48198,0.77429,0.98746,0.83188,0.000326046,0.000326046,0.000326046
47,3015,0.49692,0.77429,0.98746,0.79685,0.000320225,0.000320225,0.000320225
48,3080.21,0.46023,0.78683,0.98119,0.78733,0.000314404,0.000314404,0.000314404
