epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,28.1241,1.0747,0.75588,1.0829,0.76184,0.8415,0.81884,0.42613,1.76587,0.96181,1.5465,0.000233966,0.000233966,0.000233966
2,39.5342,1.10346,0.80087,1.10669,0.73321,0.80054,0.78703,0.39174,1.80829,1.1742,1.58493,0.000462621,0.000462621,0.000462621
3,50.9117,1.23654,0.90049,1.14297,0.72546,0.84765,0.77568,0.39898,1.75379,1.1569,1.51368,0.000681851,0.000681851,0.000681851
4,62.3434,1.23904,0.91234,1.16213,0.65784,0.8228,0.77866,0.38146,1.82154,1.16431,1.50787,0.000671588,0.000671588,0.000671588
5,73.9105,1.2592,0.92672,1.1623,0.68414,0.79654,0.73784,0.35635,1.79185,1.17699,1.53535,0.000657451,0.000657451,0.000657451
6,85.6381,1.23507,0.93212,1.1599,0.73062,0.78729,0.77991,0.39797,1.77233,1.12667,1.50427,0.000643314,0.000643314,0.000643314
7,97.1679,1.24729,0.91884,1.1691,0.60303,0.77582,0.72116,0.36349,1.80681,1.38922,1.51664,0.000629177,0.000629177,0.000629177
8,108.676,1.2642,0.89501,1.16722,0.6722,0.84977,0.79555,0.41668,1.70886,1.08274,1.44039,0.00061504,0.00061504,0.00061504
9,120.177,1.27175,0.95215,1.18314,0.71967,0.75382,0.76515,0.37542,1.84367,1.24931,1.54713,0.000600902,0.000600902,0.000600902
10,131.794,1.25159,0.93382,1.18044,0.70097,0.73039,0.7682,0.38971,1.81078,1.25667,1.50778,0.000586765,0.000586765,0.000586765
11,143.447,1.2562,0.92194,1.17679,0.72285,0.81005,0.76456,0.3821,1.77677,1.12575,1.48311,0.000572628,0.000572628,0.000572628
12,155.12,1.22459,0.88701,1.15584,0.72012,0.71735,0.75669,0.37848,1.78426,1.15185,1.4734,0.000558491,0.000558491,0.000558491
13,166.737,1.21427,0.90259,1.14771,0.78819,0.81923,0.82129,0.40746,1.81572,1.04449,1.512,0.000544354,0.000544354,0.000544354
14,178.39,1.19252,0.88309,1.15161,0.70757,0.76648,0.79305,0.41667,1.69709,1.12862,1.4675,0.000530216,0.000530216,0.000530216
15,190.097,1.2172,0.89474,1.14468,0.68473,0.74874,0.74414,0.36477,1.84712,1.18923,1.5694,0.000516079,0.000516079,0.000516079
16,201.801,1.20836,0.84727,1.13864,0.70372,0.78979,0.77916,0.40807,1.75538,1.13619,1.47496,0.000501942,0.000501942,0.000501942
17,213.488,1.16575,0.87017,1.13448,0.8002,0.71895,0.80653,0.42417,1.75738,1.09092,1.46323,0.000487805,0.000487805,0.000487805
18,225.204,1.18116,0.835,1.1207,0.65062,0.84799,0.76942,0.38237,1.77712,1.18192,1.51499,0.000473668,0.000473668,0.000473668
19,236.946,1.18845,0.88568,1.14825,0.77232,0.75528,0.79928,0.41002,1.74791,1.07081,1.48893,0.00045953,0.00045953,0.00045953
20,248.685,1.11997,0.83207,1.10294,0.79242,0.77627,0.825,0.43054,1.77023,0.98623,1.5078,0.000445393,0.000445393,0.000445393
21,260.469,1.18613,0.84385,1.14589,0.75674,0.82313,0.81513,0.41368,1.77903,1.00994,1.49147,0.000431256,0.000431256,0.000431256
22,272.232,1.15315,0.85503,1.1289,0.80255,0.83022,0.83387,0.41889,1.75361,0.9535,1.48797,0.000417119,0.000417119,0.000417119
23,284.029,1.14803,0.82813,1.13104,0.76452,0.85197,0.82219,0.43313,1.71015,1.00362,1.46946,0.000402982,0.000402982,0.000402982
24,295.811,1.1285,0.82681,1.1116,0.76445,0.81329,0.79043,0.41195,1.75113,1.09086,1.50863,0.000388844,0.000388844,0.000388844
25,307.562,1.10476,0.82652,1.11782,0.77807,0.77487,0.80071,0.42153,1.72405,1.05051,1.49799,0.000374707,0.000374707,0.000374707
26,319.393,1.11992,0.80617,1.10504,0.7308,0.75663,0.75042,0.38028,1.78084,1.10032,1.55874,0.00036057,0.00036057,0.00036057
27,331.265,1.10891,0.7861,1.11337,0.7376,0.78154,0.79316,0.4177,1.75629,1.09184,1.49852,0.000346433,0.000346433,0.000346433
28,343.104,1.08246,0.75829,1.09182,0.7641,0.80493,0.81098,0.42674,1.75007,0.98101,1.50402,0.000332296,0.000332296,0.000332296
29,354.92,1.07925,0.76864,1.10259,0.76977,0.81106,0.79594,0.41874,1.71986,1.05836,1.50016,0.000318158,0.000318158,0.000318158
30,366.747,1.09176,0.76039,1.09551,0.76982,0.77497,0.78807,0.41235,1.73611,1.01925,1.47135,0.000304021,0.000304021,0.000304021
31,378.602,1.08469,0.75445,1.08196,0.80972,0.81593,0.79813,0.40882,1.76958,1.00672,1.51016,0.000289884,0.000289884,0.000289884
