epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,389.648,1.31387,1.02323,1.22231,0.77351,0.8406,0.87317,0.48084,1.61559,0.94431,1.40694,0.000162649,0.000162649,0.000162649
41,400.719,1.24319,0.81261,1.19494,0.74367,0.82648,0.84602,0.44939,1.66072,0.99567,1.44742,0.000148512,0.000148512,0.000148512
42,410.419,1.23377,0.79373,1.18402,0.77653,0.78615,0.86343,0.46096,1.62282,0.97339,1.40768,0.000134375,0.000134375,0.000134375
43,419.953,1.20552,0.78665,1.16684,0.77345,0.85341,0.87966,0.48127,1.60188,0.92758,1.39808,0.000120238,0.000120238,0.000120238
44,429.487,1.20927,0.75751,1.16776,0.78776,0.81542,0.86145,0.47994,1.60226,0.96213,1.39766,0.0001061,0.0001061,0.0001061
45,439.014,1.16672,0.74209,1.15908,0.7733,0.86406,0.88154,0.49408,1.59375,0.9398,1.39253,9.19632e-05,9.19632e-05,9.19632e-05
46,448.565,1.17922,0.72915,1.15,0.76999,0.8319,0.87608,0.47951,1.60646,0.95028,1.41684,7.7826e-05,7.7826e-05,7.7826e-05
47,458.098,1.16087,0.71835,1.14898,0.79828,0.81937,0.88224,0.4918,1.60474,0.93355,1.40552,6.36888e-05,6.36888e-05,6.36888e-05
48,467.88,1.14189,0.70687,1.13969,0.81258,0.8081,0.88685,0.49662,1.58369,0.92039,1.39399,4.95516e-05,4.95516e-05,4.95516e-05
49,477.982,1.12609,0.69488,1.12977,0.79993,0.8145,0.87639,0.48958,1.58314,0.9432,1.39415,3.54144e-05,3.54144e-05,3.54144e-05
50,487.726,1.12748,0.6967,1.11952,0.79891,0.83005,0.88669,0.49454,1.58939,0.93171,1.40628,2.12772e-05,2.12772e-05,2.12772e-05
