epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,42.1474,0.99221,0.82431,1.17938,0.98235,0.9802,0.98382,0.82972,0.66709,0.2623,1.02363,0.00330033,0.00330033,0.00330033
2,69.3161,0.95773,0.68066,1.15255,0.98559,0.98315,0.98272,0.8169,0.70016,0.27967,1.02284,0.00661177,0.00661177,0.00661177
3,96.9448,0.98816,0.70825,1.16581,0.98404,0.97905,0.97858,0.79626,0.78439,0.31655,1.04459,0.00990121,0.00990121,0.00990121
4,124.591,1.02197,0.75696,1.19011,0.97903,0.98134,0.98165,0.80051,0.76828,0.32803,1.04308,0.009901,0.009901,0.009901
5,152.427,1.02683,0.74868,1.18104,0.98665,0.98145,0.98495,0.77429,0.85217,0.33032,1.0687,0.009868,0.009868,0.009868
6,180.37,1.04034,0.78271,1.20628,0.98187,0.98198,0.98189,0.8016,0.72504,0.33107,1.04,0.009835,0.009835,0.009835
7,208.273,1.03985,0.76399,1.18999,0.986,0.98415,0.98464,0.78937,0.80278,0.31425,1.0369,0.009802,0.009802,0.009802
8,236.217,1.03443,0.7663,1.19142,0.98509,0.98307,0.98539,0.81768,0.72909,0.30871,1.03119,0.009769,0.009769,0.009769
9,264.277,1.03167,0.76725,1.18691,0.98105,0.98177,0.98113,0.80184,0.74759,0.31714,1.03297,0.009736,0.009736,0.009736
10,292.343,1.03147,0.76749,1.1869,0.98127,0.97442,0.98122,0.79262,0.80486,0.33932,1.02739,0.009703,0.009703,0.009703
11,320.519,1.03303,0.75859,1.19265,0.97965,0.98488,0.98341,0.77407,0.8562,0.34271,1.07165,0.00967,0.00967,0.00967
12,348.66,1.03516,0.75351,1.19372,0.97759,0.97223,0.97664,0.79104,0.74705,0.3288,1.04299,0.009637,0.009637,0.009637
13,376.834,1.03154,0.75249,1.18763,0.98404,0.98184,0.98268,0.78491,0.81797,0.32562,1.05429,0.009604,0.009604,0.009604
14,405.062,1.02636,0.74659,1.18527,0.98348,0.97805,0.98202,0.80284,0.73661,0.32096,1.02706,0.009571,0.009571,0.009571
15,433.344,1.01562,0.74146,1.1835,0.98569,0.98147,0.98245,0.79181,0.78743,0.33518,1.04931,0.009538,0.009538,0.009538
16,461.555,1.02407,0.75746,1.18993,0.98482,0.97899,0.98394,0.78405,0.84534,0.33659,1.05991,0.009505,0.009505,0.009505
17,489.818,1.02203,0.75085,1.18057,0.97946,0.97739,0.98091,0.786,0.79678,0.33579,1.04551,0.009472,0.009472,0.009472
18,518.091,1.0255,0.74438,1.18637,0.9823,0.98442,0.98446,0.76917,0.87648,0.34169,1.08174,0.009439,0.009439,0.009439
19,546.319,1.01946,0.73363,1.17879,0.98924,0.98277,0.98534,0.80715,0.75971,0.31623,1.02941,0.009406,0.009406,0.009406
20,574.723,1.01834,0.7541,1.17782,0.98156,0.98044,0.98302,0.77728,0.86142,0.3418,1.05857,0.009373,0.009373,0.009373
21,603.298,1.00963,0.72929,1.16918,0.97524,0.98506,0.98305,0.79922,0.73886,0.32032,1.03549,0.00934,0.00934,0.00934
22,631.587,1.01923,0.74479,1.18375,0.97774,0.97746,0.98341,0.80489,0.76708,0.3339,1.03312,0.009307,0.009307,0.009307
23,659.997,1.00885,0.72619,1.1707,0.98593,0.98346,0.98406,0.81053,0.73308,0.30743,1.04309,0.009274,0.009274,0.009274
24,688.433,1.02023,0.74347,1.178,0.98283,0.97967,0.98271,0.81455,0.73628,0.31594,1.03861,0.009241,0.009241,0.009241
25,716.864,1.00363,0.72539,1.16347,0.98222,0.9814,0.98123,0.77666,0.85633,0.33338,1.06773,0.009208,0.009208,0.009208
26,745.235,1.0037,0.73653,1.17432,0.98022,0.97603,0.97886,0.80432,0.75847,0.32143,1.04347,0.009175,0.009175,0.009175
27,773.62,1.00492,0.74011,1.1769,0.98495,0.98251,0.98111,0.81868,0.69609,0.3122,1.01396,0.009142,0.009142,0.009142
28,801.955,1.00629,0.74868,1.1752,0.98303,0.98185,0.98551,0.79405,0.81112,0.32104,1.05017,0.009109,0.009109,0.009109
29,830.464,1.00844,0.73121,1.18154,0.98005,0.98154,0.98066,0.7621,0.90048,0.33631,1.09683,0.009076,0.009076,0.009076
30,858.908,0.99448,0.72666,1.16275,0.98598,0.98227,0.98503,0.81314,0.72998,0.31702,1.02416,0.009043,0.009043,0.009043
31,887.598,0.99864,0.7147,1.16735,0.98534,0.98172,0.98323,0.80742,0.72265,0.30764,1.02853,0.00901,0.00901,0.00901
32,916.164,0.98887,0.71772,1.16727,0.97746,0.98488,0.98338,0.79652,0.77938,0.31784,1.03938,0.008977,0.008977,0.008977
33,944.619,1.00183,0.722,1.17462,0.98247,0.9816,0.9832,0.81136,0.72217,0.30842,1.0308,0.008944,0.008944,0.008944
34,973.209,0.98323,0.71891,1.15899,0.98583,0.98336,0.98308,0.80674,0.73063,0.31167,1.01985,0.008911,0.008911,0.008911
35,1001.66,0.99338,0.71352,1.16418,0.98501,0.98289,0.98567,0.81895,0.70992,0.31093,1.02506,0.008878,0.008878,0.008878
36,1030.12,0.9907,0.70865,1.16165,0.98364,0.98231,0.98294,0.80155,0.77183,0.31404,1.05095,0.008845,0.008845,0.008845
37,1058.64,0.98992,0.71982,1.16406,0.98394,0.98048,0.98438,0.79822,0.80013,0.32009,1.03981,0.008812,0.008812,0.008812
38,1087.07,0.989,0.72456,1.16899,0.98474,0.98277,0.98473,0.8174,0.70386,0.30617,1.0214,0.008779,0.008779,0.008779
39,1115.54,0.99083,0.70978,1.1632,0.98532,0.98457,0.9834,0.76437,0.88166,0.35306,1.10947,0.008746,0.008746,0.008746
40,1144.15,0.98192,0.70863,1.16464,0.97449,0.98142,0.98203,0.81819,0.71593,0.303,1.02674,0.008713,0.008713,0.008713
