epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,20.7605,1.27818,1.00237,1.19315,0.71689,0.86181,0.86612,0.46185,1.63212,0.9943,1.41948,0.000232936,0.000232936,0.000232936
2,30.329,1.32747,1.05241,1.22342,0.69024,0.82488,0.81268,0.43351,1.6652,1.15189,1.45294,0.000461612,0.000461612,0.000461612
3,39.6058,1.35031,1.08687,1.23757,0.65499,0.81319,0.80226,0.41543,1.64966,1.16055,1.45784,0.000680862,0.000680862,0.000680862
4,49.0199,1.3674,1.10982,1.2631,0.65146,0.78183,0.76016,0.38742,1.71323,1.19642,1.45217,0.000671588,0.000671588,0.000671588
5,58.4036,1.382,1.16589,1.26659,0.73938,0.7754,0.80585,0.42118,1.65231,1.07674,1.41871,0.000657451,0.000657451,0.000657451
6,67.8146,1.41923,1.14562,1.28163,0.71655,0.7748,0.76207,0.37569,1.74148,1.20423,1.48696,0.000643314,0.000643314,0.000643314
7,77.225,1.40031,1.16139,1.26065,0.69817,0.8238,0.82194,0.42142,1.70277,1.10227,1.48124,0.000629177,0.000629177,0.000629177
8,86.6652,1.40792,1.18875,1.28131,0.76247,0.76469,0.79377,0.39225,1.79183,1.12524,1.54381,0.00061504,0.00061504,0.00061504
9,96.1995,1.41126,1.14009,1.27948,0.68707,0.78399,0.79456,0.42469,1.62695,1.13436,1.42564,0.000600902,0.000600902,0.000600902
10,105.73,1.35903,1.15409,1.25557,0.69022,0.80939,0.79857,0.39746,1.72211,1.11164,1.50471,0.000586765,0.000586765,0.000586765
11,115.226,1.37915,1.12991,1.25113,0.66818,0.80557,0.78955,0.39769,1.67135,1.11462,1.4489,0.000572628,0.000572628,0.000572628
12,125.201,1.37047,1.0837,1.24559,0.69239,0.83647,0.82089,0.41837,1.71448,1.12029,1.45343,0.000558491,0.000558491,0.000558491
13,135.414,1.37442,1.08679,1.26297,0.77223,0.75836,0.82805,0.4258,1.71749,1.09601,1.50349,0.000544354,0.000544354,0.000544354
14,145.677,1.38274,1.07707,1.2574,0.73073,0.83627,0.83724,0.4195,1.7086,1.05157,1.49795,0.000530216,0.000530216,0.000530216
15,155.922,1.34984,1.08606,1.24809,0.71187,0.70607,0.76792,0.39171,1.74606,1.1854,1.50284,0.000516079,0.000516079,0.000516079
16,166.173,1.33191,1.05386,1.22367,0.70449,0.85618,0.8353,0.40739,1.76746,1.07573,1.52125,0.000501942,0.000501942,0.000501942
17,176.468,1.29906,1.01887,1.21549,0.75676,0.77336,0.82626,0.42471,1.71915,1.01322,1.4648,0.000487805,0.000487805,0.000487805
18,186.745,1.31797,1.01528,1.21502,0.75608,0.7988,0.84202,0.44165,1.70901,1.04101,1.45751,0.000473668,0.000473668,0.000473668
19,197.108,1.32119,1.04235,1.21829,0.73027,0.76949,0.82775,0.42578,1.70156,1.0578,1.50573,0.00045953,0.00045953,0.00045953
20,207.875,1.31408,0.99151,1.21707,0.80061,0.74874,0.87555,0.45215,1.70918,0.9919,1.47198,0.000445393,0.000445393,0.000445393
21,218.491,1.30982,1.00712,1.21646,0.79704,0.82258,0.87082,0.45843,1.6579,0.95807,1.4358,0.000431256,0.000431256,0.000431256
22,229.166,1.2817,0.97224,1.2094,0.83545,0.71011,0.84321,0.45957,1.63629,1.03156,1.42431,0.000417119,0.000417119,0.000417119
23,239.983,1.27389,0.97877,1.20102,0.72776,0.81212,0.83958,0.44099,1.66418,0.99168,1.4211,0.000402982,0.000402982,0.000402982
24,250.416,1.26484,0.9338,1.19437,0.72715,0.82395,0.85237,0.43417,1.72564,1.03262,1.46526,0.000388844,0.000388844,0.000388844
25,261.257,1.27343,0.96199,1.19918,0.80129,0.84545,0.86925,0.47936,1.61516,0.9172,1.40915,0.000374707,0.000374707,0.000374707
26,271.958,1.24229,0.9466,1.1971,0.74527,0.8813,0.86724,0.46834,1.63379,0.94326,1.44136,0.00036057,0.00036057,0.00036057
27,282.648,1.24934,0.98533,1.1989,0.78747,0.81998,0.86335,0.45857,1.6431,0.93276,1.44631,0.000346433,0.000346433,0.000346433
28,293.055,1.24098,0.9497,1.18908,0.76732,0.80167,0.83669,0.4433,1.68881,0.99292,1.44352,0.000332296,0.000332296,0.000332296
29,303.792,1.2319,0.90316,1.17776,0.79783,0.82613,0.88142,0.47618,1.67078,0.91118,1.46601,0.000318158,0.000318158,0.000318158
30,314.608,1.2223,0.9117,1.17865,0.8039,0.74261,0.83535,0.4487,1.66305,1.01357,1.44582,0.000304021,0.000304021,0.000304021
31,324.998,1.18599,0.87923,1.17405,0.80495,0.82051,0.8733,0.46459,1.67508,0.92789,1.46885,0.000289884,0.000289884,0.000289884
32,335.399,1.20076,0.92376,1.16869,0.75109,0.78793,0.83667,0.45362,1.63151,0.99787,1.44911,0.000275747,0.000275747,0.000275747
33,345.887,1.1456,0.84499,1.13646,0.73879,0.80513,0.84202,0.45446,1.67851,0.97762,1.48289,0.00026161,0.00026161,0.00026161
34,356.401,1.188,0.84796,1.16163,0.79146,0.85559,0.88735,0.46418,1.69651,0.92338,1.49,0.000247472,0.000247472,0.000247472
35,366.769,1.18036,0.88641,1.15681,0.78075,0.81207,0.87702,0.46439,1.67457,0.94092,1.46479,0.000233335,0.000233335,0.000233335
36,377.271,1.13333,0.83437,1.1402,0.77412,0.79329,0.84174,0.45671,1.65563,0.99175,1.46033,0.000219198,0.000219198,0.000219198
37,387.752,1.1538,0.84195,1.14783,0.74427,0.86346,0.85945,0.45877,1.67166,0.92097,1.47362,0.000205061,0.000205061,0.000205061
38,398.137,1.13455,0.84303,1.13265,0.8185,0.83155,0.88193,0.47521,1.68582,0.87348,1.48664,0.000190924,0.000190924,0.000190924
39,408.592,1.14852,0.82818,1.14699,0.78761,0.80805,0.88077,0.4764,1.6736,0.89984,1.46892,0.000176786,0.000176786,0.000176786
40,419.099,1.15537,0.8311,1.13626,0.82337,0.81559,0.88087,0.49109,1.6493,0.87758,1.45062,0.000162649,0.000162649,0.000162649
41,430.974,1.05752,0.61728,1.09785,0.79009,0.81389,0.87381,0.48131,1.66808,0.89968,1.49439,0.000148512,0.000148512,0.000148512
42,441.652,1.05221,0.5807,1.09475,0.80189,0.79379,0.86151,0.46271,1.64366,0.93765,1.4603,0.000134375,0.000134375,0.000134375
43,452.337,1.02897,0.58856,1.07375,0.81569,0.76948,0.86813,0.48075,1.63771,0.93252,1.44761,0.000120238,0.000120238,0.000120238
44,462.974,1.00906,0.57141,1.06086,0.76232,0.82932,0.85678,0.47264,1.61848,0.92787,1.44525,0.0001061,0.0001061,0.0001061
45,473.755,0.9879,0.56503,1.05944,0.7881,0.84534,0.86474,0.47344,1.63653,0.91904,1.46273,9.19632e-05,9.19632e-05,9.19632e-05
46,484.584,0.99077,0.54683,1.05602,0.79346,0.81898,0.85229,0.46652,1.64794,0.90957,1.48286,7.7826e-05,7.7826e-05,7.7826e-05
47,495.261,0.98989,0.54261,1.05671,0.77875,0.87209,0.86432,0.47886,1.63636,0.89225,1.46196,6.36888e-05,6.36888e-05,6.36888e-05
48,506.018,0.97728,0.53768,1.05553,0.79316,0.81886,0.85622,0.47316,1.63535,0.90549,1.46335,4.95516e-05,4.95516e-05,4.95516e-05
49,516.902,0.96875,0.53356,1.05115,0.81088,0.79685,0.85523,0.4688,1.63984,0.92444,1.46426,3.54144e-05,3.54144e-05,3.54144e-05
50,527.647,0.97485,0.54103,1.04186,0.7967,0.83335,0.85997,0.46931,1.64519,0.91602,1.46722,2.12772e-05,2.12772e-05,2.12772e-05
