epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
28,1240.96,0.44701,0.76724,0.99138,0.85027,0.000488711,0.000488711,0.000488711
29,1284.03,0.47021,0.74569,0.99138,0.7943,0.000482108,0.000482108,0.000482108
30,1324.21,0.48961,0.78879,0.99569,0.70607,0.000475504,0.000475504,0.000475504
31,1364.81,0.50043,0.7931,1,0.66107,0.000468901,0.000468901,0.000468901
32,1405.98,0.48012,0.77155,1,0.77072,0.000462298,0.000462298,0.000462298
33,1447.25,0.46428,0.78879,1,0.75397,0.000455694,0.000455694,0.000455694
34,1488.94,0.4505,0.80603,1,0.6282,0.000449091,0.000449091,0.000449091
35,1530.97,0.41721,0.75431,0.98276,0.86569,0.000442488,0.000442488,0.000442488
36,1577.37,0.40511,0.76724,0.98707,0.67743,0.000435884,0.000435884,0.000435884
37,1620.93,0.43899,0.77586,0.99138,0.71655,0.000429281,0.000429281,0.000429281
38,1664.16,0.39535,0.77155,0.99569,0.68573,0.000422678,0.000422678,0.000422678
39,1708.84,0.43353,0.77155,0.99138,0.77478,0.000416075,0.000416075,0.000416075
40,1750.93,0.38775,0.79741,0.99569,0.72571,0.000409471,0.000409471,0.000409471
41,1793.38,0.36633,0.78017,0.99138,0.71877,0.000402868,0.000402868,0.000402868
42,1837.2,0.38703,0.80603,0.99569,0.63194,0.000396265,0.000396265,0.000396265
43,1880.1,0.39116,0.80172,0.98707,0.80695,0.000389661,0.000389661,0.000389661
44,1924.07,0.38367,0.80172,0.99138,0.78995,0.000383058,0.000383058,0.000383058
45,1966.99,0.36983,0.80603,0.99569,0.76311,0.000376455,0.000376455,0.000376455
46,2010.67,0.33112,0.80172,0.99569,0.80243,0.000369851,0.000369851,0.000369851
47,2060.62,0.38569,0.81897,0.99569,0.5704,0.000363248,0.000363248,0.000363248
48,2108.75,0.4074,0.78448,0.98707,0.74582,0.000356645,0.000356645,0.000356645
49,2155.35,0.37926,0.78017,0.99569,0.72192,0.000350042,0.000350042,0.000350042
50,2201.96,0.34034,0.81466,0.98707,0.68777,0.000343438,0.000343438,0.000343438
51,2251.7,0.33893,0.79741,0.99138,0.86395,0.000336835,0.000336835,0.000336835
52,2296.64,0.33813,0.76293,0.98707,1.09576,0.000330232,0.000330232,0.000330232
53,2344.14,0.33533,0.77155,0.98707,0.82227,0.000323628,0.000323628,0.000323628
54,2393.11,0.32865,0.81034,0.98707,0.67657,0.000317025,0.000317025,0.000317025
55,2439.7,0.32425,0.81897,0.99138,0.64526,0.000310422,0.000310422,0.000310422
56,2487.44,0.30257,0.80603,0.99138,0.70975,0.000303818,0.000303818,0.000303818
57,2534.11,0.34107,0.81466,0.98276,0.82742,0.000297215,0.000297215,0.000297215
58,2581.05,0.33148,0.78879,0.99138,0.84747,0.000290612,0.000290612,0.000290612
59,2625.54,0.33343,0.78879,0.99138,0.97882,0.000284009,0.000284009,0.000284009
60,2672.38,0.2762,0.78879,0.98707,0.76313,0.000277405,0.000277405,0.000277405
61,2715.73,0.33332,0.80172,0.98707,0.89792,0.000270802,0.000270802,0.000270802
62,2763.18,0.34702,0.7931,0.98707,0.97437,0.000264199,0.000264199,0.000264199
63,2809.44,0.32587,0.78879,0.98707,0.74582,0.000257595,0.000257595,0.000257595
64,2855.3,0.30873,0.79741,0.98707,0.78476,0.000250992,0.000250992,0.000250992
65,2902.35,0.31316,0.81034,0.99138,0.68549,0.000244389,0.000244389,0.000244389
66,2948.37,0.24772,0.82328,0.99138,0.76663,0.000237785,0.000237785,0.000237785
67,2993.78,0.27311,0.80172,0.98276,0.89822,0.000231182,0.000231182,0.000231182
68,3038.26,0.26501,0.8319,0.99138,0.8223,0.000224579,0.000224579,0.000224579
69,3082.37,0.25043,0.84914,0.99138,0.76111,0.000217976,0.000217976,0.000217976
70,3126.5,0.31238,0.81466,0.99138,0.62766,0.000211372,0.000211372,0.000211372
71,3173.68,0.25173,0.79741,0.99138,0.74033,0.000204769,0.000204769,0.000204769
72,3219.67,0.27831,0.82759,0.98707,0.64051,0.000198166,0.000198166,0.000198166
73,3271.01,0.26552,0.82759,0.98707,0.63945,0.000191562,0.000191562,0.000191562
74,3316.4,0.25449,0.81897,0.98707,0.69516,0.000184959,0.000184959,0.000184959
75,3363.86,0.2439,0.82759,0.98707,0.69684,0.000178356,0.000178356,0.000178356
76,3409.1,0.28114,0.79741,0.99138,0.72343,0.000171752,0.000171752,0.000171752
77,3454.33,0.27676,0.81466,0.98707,0.708,0.000165149,0.000165149,0.000165149
78,3497.08,0.24159,0.81034,0.99138,1.01596,0.000158546,0.000158546,0.000158546
79,3540.33,0.26633,0.8319,0.98707,0.70769,0.000151943,0.000151943,0.000151943
80,3587.74,0.20839,0.80172,0.98707,0.79135,0.000145339,0.000145339,0.000145339
81,3637.74,0.23247,0.81034,0.98707,0.76443,0.000138736,0.000138736,0.000138736
82,3686.42,0.25463,0.85345,0.98707,0.62751,0.000132133,0.000132133,0.000132133
83,3732.97,0.25542,0.82328,0.99138,0.69371,0.000125529,0.000125529,0.000125529
84,3777.16,0.23749,0.84052,0.98707,0.62033,0.000118926,0.000118926,0.000118926
85,3820.13,0.24579,0.84052,0.98707,0.75967,0.000112323,0.000112323,0.000112323
86,3863.75,0.21941,0.84483,0.98707,0.84659,0.00010572,0.00010572,0.00010572
87,3905.9,0.25107,0.82759,0.98276,0.78252,9.91162e-05,9.91162e-05,9.91162e-05
88,3950.82,0.20511,0.81897,0.98276,0.82675,9.25129e-05,9.25129e-05,9.25129e-05
89,3996.05,0.25185,0.81897,0.98276,0.74311,8.59096e-05,8.59096e-05,8.59096e-05
90,4041.74,0.1636,0.81466,0.98276,0.71613,7.93063e-05,7.93063e-05,7.93063e-05
91,4092.27,0.20106,0.81466,0.98276,0.93634,7.2703e-05,7.2703e-05,7.2703e-05
92,4132.57,0.21302,0.80172,0.98276,0.81262,6.60997e-05,6.60997e-05,6.60997e-05
93,4178.76,0.20572,0.81466,0.98276,0.76302,5.94964e-05,5.94964e-05,5.94964e-05
94,4220.84,0.20882,0.81897,0.98707,0.89462,5.28931e-05,5.28931e-05,5.28931e-05
95,4261.77,0.20969,0.81034,0.98707,0.74838,4.62898e-05,4.62898e-05,4.62898e-05
96,4303.56,0.21327,0.81466,0.98707,0.87318,3.96865e-05,3.96865e-05,3.96865e-05
97,4345.36,0.19374,0.81897,0.98707,0.84448,3.30832e-05,3.30832e-05,3.30832e-05
98,4386.29,0.22388,0.81897,0.98707,0.87189,2.64799e-05,2.64799e-05,2.64799e-05
99,4426.87,0.24323,0.82759,0.98707,0.80225,1.98766e-05,1.98766e-05,1.98766e-05
100,4465.22,0.20146,0.8319,0.98707,0.80484,1.32733e-05,1.32733e-05,1.32733e-05
