epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
46,2926.73,0.57158,0.75549,0.98746,0.97793,0.000326046,0.000326046,0.000326046
47,2990.42,0.49652,0.82132,0.97806,0.82271,0.000320225,0.000320225,0.000320225
48,3051.53,0.55324,0.78056,0.98433,0.93762,0.000314404,0.000314404,0.000314404
49,3110.69,0.5168,0.80878,0.98119,0.94628,0.000308582,0.000308582,0.000308582
50,3171.48,0.53331,0.77116,0.98119,0.98936,0.000302761,0.000302761,0.000302761
51,3233.96,0.52147,0.7837,0.99373,0.86748,0.00029694,0.00029694,0.00029694
52,3297.14,0.5363,0.79624,0.98746,0.80786,0.000291119,0.000291119,0.000291119
53,3360.38,0.52914,0.7931,0.98746,0.8353,0.000285298,0.000285298,0.000285298
54,3423.29,0.52067,0.78056,0.98433,0.93093,0.000279476,0.000279476,0.000279476
55,3484.44,0.52667,0.76803,0.98433,0.9937,0.000273655,0.000273655,0.000273655
56,3543.8,0.4996,0.79624,0.98746,0.89697,0.000267834,0.000267834,0.000267834
57,3603.6,0.49324,0.81191,0.98433,0.84746,0.000262013,0.000262013,0.000262013
58,3666.5,0.50175,0.78997,0.99687,0.90498,0.000256192,0.000256192,0.000256192
59,3728.66,0.51654,0.78997,0.99373,0.8353,0.00025037,0.00025037,0.00025037
60,3791.08,0.49887,0.77743,0.99687,0.92375,0.000244549,0.000244549,0.000244549
61,3855.13,0.50236,0.80251,0.98746,0.8552,0.000238728,0.000238728,0.000238728
62,3918.35,0.51839,0.80878,0.99373,0.8502,0.000232907,0.000232907,0.000232907
63,3979.54,0.54015,0.82445,0.98746,0.81931,0.000227086,0.000227086,0.000227086
64,4041.5,0.47142,0.82132,0.98119,0.79268,0.000221264,0.000221264,0.000221264
65,4105.36,0.52172,0.81191,0.98433,0.8531,0.000215443,0.000215443,0.000215443
66,4167.7,0.46927,0.79937,0.98746,0.89458,0.000209622,0.000209622,0.000209622
67,4229.72,0.44187,0.79937,0.98746,0.92256,0.000203801,0.000203801,0.000203801
68,4291.91,0.46747,0.80251,0.99373,0.88008,0.00019798,0.00019798,0.00019798
69,4353.85,0.46828,0.7931,0.98433,0.84431,0.000192158,0.000192158,0.000192158
70,4415.6,0.45141,0.79937,0.99687,0.8481,0.000186337,0.000186337,0.000186337
71,4479.26,0.46792,0.79624,0.98119,0.94275,0.000180516,0.000180516,0.000180516
72,4540.97,0.47638,0.79937,0.98433,0.93066,0.000174695,0.000174695,0.000174695
73,4605.5,0.4656,0.80564,0.9906,0.91045,0.000168874,0.000168874,0.000168874
74,4671.49,0.41745,0.7837,0.9906,0.8886,0.000163052,0.000163052,0.000163052
75,4735.69,0.46765,0.81191,0.98746,0.84229,0.000157231,0.000157231,0.000157231
76,4795.29,0.45356,0.79937,0.98746,0.89116,0.00015141,0.00015141,0.00015141
77,4857.62,0.43385,0.78997,0.98746,0.89685,0.000145589,0.000145589,0.000145589
78,4920.38,0.44919,0.79937,0.98433,0.88589,0.000139768,0.000139768,0.000139768
79,4980.52,0.4564,0.81505,0.9906,0.85779,0.000133946,0.000133946,0.000133946
80,5044.16,0.47144,0.82759,0.99373,0.82354,0.000128125,0.000128125,0.000128125
81,5107.09,0.44394,0.82132,0.99373,0.8166,0.000122304,0.000122304,0.000122304
82,5168.41,0.43537,0.80878,0.99373,0.85137,0.000116483,0.000116483,0.000116483
83,5228.94,0.39193,0.82132,0.98746,0.84417,0.000110662,0.000110662,0.000110662
84,5290.63,0.43728,0.79937,0.99373,0.86665,0.00010484,0.00010484,0.00010484
85,5351.72,0.38123,0.84013,0.99373,0.81526,9.90192e-05,9.90192e-05,9.90192e-05
86,5413.77,0.43004,0.81191,0.9906,0.83812,9.3198e-05,9.3198e-05,9.3198e-05
87,5478.45,0.3846,0.81505,0.99373,0.841,8.73768e-05,8.73768e-05,8.73768e-05
88,5541.29,0.44941,0.80564,0.99687,0.8708,8.15556e-05,8.15556e-05,8.15556e-05
89,5605.73,0.42007,0.81505,0.99373,0.83679,7.57344e-05,7.57344e-05,7.57344e-05
90,5668.84,0.4318,0.83699,0.99373,0.8312,6.99132e-05,6.99132e-05,6.99132e-05
91,5751.65,0.36576,0.82445,0.99373,0.83921,6.4092e-05,6.4092e-05,6.4092e-05
92,5811.21,0.36883,0.82445,0.9906,0.85779,5.82708e-05,5.82708e-05,5.82708e-05
93,5873.51,0.45581,0.82132,0.98433,0.86995,5.24496e-05,5.24496e-05,5.24496e-05
94,5936.04,0.38915,0.82132,0.98433,0.86174,4.66284e-05,4.66284e-05,4.66284e-05
95,5998.17,0.42087,0.82759,0.9906,0.84832,4.08072e-05,4.08072e-05,4.08072e-05
96,6059.88,0.4127,0.82759,0.9906,0.86572,3.4986e-05,3.4986e-05,3.4986e-05
97,6119.11,0.46424,0.83072,0.98433,0.86819,2.91648e-05,2.91648e-05,2.91648e-05
98,6180.34,0.39367,0.83072,0.98746,0.82622,2.33436e-05,2.33436e-05,2.33436e-05
99,6243.99,0.35698,0.83072,0.9906,0.83193,1.75224e-05,1.75224e-05,1.75224e-05
100,6303.97,0.38666,0.83072,0.98746,0.84871,1.17012e-05,1.17012e-05,1.17012e-05
