epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,19.4235,1.08449,0.80036,1.10312,0.81343,0.82333,0.85735,0.4716,1.65883,0.9201,1.48204,0.000232936,0.000232936,0.000232936
2,29.1308,1.13607,0.83744,1.11996,0.65983,0.79885,0.78058,0.41363,1.71071,1.19201,1.49575,0.00046472,0.00046472,0.00046472
3,38.7411,1.18183,0.87927,1.14774,0.74227,0.81148,0.79711,0.41351,1.69381,1.09428,1.48047,0.00069022,0.00069022,0.00069022
4,48.1824,1.23018,0.90746,1.18487,0.78051,0.73074,0.82624,0.41646,1.74919,1.09493,1.51413,0.000685726,0.000685726,0.000685726
5,57.5836,1.25208,0.95398,1.19492,0.68466,0.78498,0.78374,0.40873,1.68602,1.12411,1.45176,0.000676301,0.000676301,0.000676301
6,67.0199,1.27062,0.99162,1.19774,0.65004,0.75499,0.73676,0.36899,1.73246,1.22841,1.48189,0.000666876,0.000666876,0.000666876
7,76.4157,1.2738,0.97321,1.19157,0.68755,0.79291,0.79001,0.39003,1.75043,1.08773,1.53893,0.000657451,0.000657451,0.000657451
8,85.8763,1.3062,0.99087,1.21345,0.66432,0.80119,0.7829,0.37784,1.75428,1.10056,1.5014,0.000648026,0.000648026,0.000648026
9,95.3179,1.26151,0.97597,1.19563,0.74235,0.78854,0.84125,0.43966,1.74484,0.95056,1.51989,0.000638602,0.000638602,0.000638602
10,104.785,1.27993,1.00057,1.204,0.74105,0.74418,0.79104,0.38275,1.75875,1.1031,1.54467,0.000629177,0.000629177,0.000629177
11,114.257,1.24346,0.9664,1.18315,0.78369,0.81303,0.84851,0.44162,1.71667,1.00581,1.46844,0.000619752,0.000619752,0.000619752
12,123.746,1.24422,0.92449,1.18862,0.72347,0.76911,0.79425,0.39753,1.81956,1.08636,1.59507,0.000610327,0.000610327,0.000610327
13,133.276,1.25878,0.93889,1.1942,0.72552,0.77783,0.80927,0.4056,1.73441,1.10618,1.54153,0.000600902,0.000600902,0.000600902
14,142.797,1.24745,0.93093,1.19312,0.73902,0.76933,0.80019,0.39913,1.76502,1.04416,1.53918,0.000591478,0.000591478,0.000591478
15,152.307,1.24167,0.93922,1.1852,0.75639,0.74698,0.80771,0.42115,1.73363,1.07343,1.5017,0.000582053,0.000582053,0.000582053
16,161.823,1.23424,0.92943,1.17098,0.73702,0.78828,0.8158,0.42171,1.70287,1.07388,1.51069,0.000572628,0.000572628,0.000572628
17,171.569,1.20859,0.89673,1.16799,0.71997,0.84107,0.83257,0.40347,1.74322,1.02385,1.52362,0.000563203,0.000563203,0.000563203
18,181.118,1.22452,0.8951,1.16318,0.77521,0.81188,0.84714,0.43119,1.73616,1.03199,1.49249,0.000553778,0.000553778,0.000553778
19,190.672,1.23536,0.90754,1.17148,0.78606,0.78751,0.82714,0.42198,1.71445,1.0311,1.50137,0.000544354,0.000544354,0.000544354
20,200.21,1.21338,0.88214,1.16801,0.75438,0.8193,0.84199,0.42249,1.76375,1.03478,1.57203,0.000534929,0.000534929,0.000534929
21,209.76,1.21977,0.89636,1.16858,0.74365,0.79547,0.82473,0.4201,1.70884,1.039,1.50029,0.000525504,0.000525504,0.000525504
22,219.32,1.17563,0.85753,1.14623,0.75832,0.7842,0.82795,0.42143,1.72124,1.01924,1.52066,0.000516079,0.000516079,0.000516079
23,228.874,1.1923,0.88444,1.16094,0.79352,0.83049,0.84943,0.42929,1.73424,1.00849,1.49935,0.000506654,0.000506654,0.000506654
24,238.427,1.19658,0.85526,1.15294,0.76022,0.76563,0.8197,0.42572,1.74607,1.01032,1.51889,0.00049723,0.00049723,0.00049723
25,248.132,1.17643,0.85018,1.14522,0.80396,0.79671,0.87241,0.4597,1.70024,0.9548,1.48573,0.000487805,0.000487805,0.000487805
26,257.674,1.15228,0.84916,1.14661,0.75955,0.82565,0.84718,0.44048,1.66489,1.00766,1.51095,0.00047838,0.00047838,0.00047838
27,267.233,1.1788,0.90784,1.15459,0.73002,0.82836,0.83098,0.41764,1.70301,1.01063,1.52691,0.000468955,0.000468955,0.000468955
28,276.824,1.16029,0.85977,1.15042,0.71727,0.86444,0.84942,0.42819,1.76137,0.97996,1.5458,0.00045953,0.00045953,0.00045953
29,286.424,1.13719,0.82109,1.12321,0.80635,0.79578,0.85575,0.43614,1.74641,0.94275,1.56603,0.000450106,0.000450106,0.000450106
